1,1,1638,269,1,112.21,true,2026-03-25 20:30:23
2,1,3307,400,1,54.66,true,2026-03-27 09:48:23
3,1,2783,72,1,68.63,true,2026-03-24 19:22:23
4,2,3088,26,2,222.43,false,
5,2,3038,74,1,74.41,true,2024-07-08 09:58:42
6,3,1003,269,1,139.20,true,2024-10-09 01:12:45
7,4,1560,319,1,62.49,true,2025-06-20 04:07:58
8,5,1147,342,2,44.35,false,
9,5,2622,381,1,33.56,false,
10,5,1115,271,1,49.78,false,
11,6,628,186,1,19.28,true,2025-05-20 04:51:51
12,7,1005,36,1,80.78,true,2025-10-04 20:47:23
13,7,380,128,2,660.82,true,2025-10-02 14:17:23
14,7,1501,18,1,138.04,true,2025-09-30 10:01:23
15,8,2938,340,1,24.22,false,
16,9,444,219,1,144.27,true,2025-07-22 01:37:58
17,9,1714,261,1,94.36,true,2025-07-17 14:43:58
18,9,2888,414,1,353.24,true,2025-07-21 06:16:58
19,9,2187,435,2,219.09,true,2025-07-19 17:01:58
20,9,1121,161,1,238.74,true,2025-07-19 21:21:58
21,10,93,385,1,112.18,true,2024-06-09 04:21:46
22,10,601,304,1,117.85,true,2024-06-09 22:39:46
23,10,2554,338,1,32.89,true,2024-06-09 18:38:46
24,11,533,237,1,401.43,true,2025-02-04 12:34:20
25,11,789,80,2,147.95,true,2025-01-29 22:02:20
26,11,145,299,1,150.86,true,2025-01-30 10:54:20
27,12,1925,269,1,31.59,true,2025-12-01 10:45:58
28,12,1064,46,1,32.79,true,2025-12-04 02:58:58
29,13,2581,93,1,50.96,true,2025-10-05 07:31:46
30,13,919,181,1,62.90,false,
31,13,1722,255,1,108.72,true,2025-10-04 22:11:46
32,13,1702,412,1,15.69,true,2025-10-03 09:17:46
33,14,296,172,1,14.45,true,2025-05-31 14:28:48
34,14,41,387,1,453.34,true,2025-05-25 18:55:48
35,14,884,227,1,16.42,true,2025-05-25 02:52:48
36,15,782,270,1,1106.42,true,2025-06-04 06:03:26
37,16,674,400,1,387.95,true,2024-06-28 01:57:22
38,17,1386,371,2,208.47,true,2026-03-24 22:04:38
39,17,2580,423,1,14.80,true,2026-03-24 18:19:38
40,17,2981,425,1,20.78,true,2026-03-24 22:51:38
41,18,2995,147,2,19.32,true,2025-01-08 00:45:32
42,18,465,275,1,708.52,false,
43,19,2706,346,2,22.87,true,2024-04-18 12:25:40
44,19,3480,217,1,28.67,true,2024-04-24 14:54:40
45,20,151,299,1,33.70,true,2024-06-02 08:25:11
46,20,1655,0,2,15.07,false,
47,20,2220,233,1,19.71,true,2024-05-27 15:25:11
48,21,2757,211,1,184.60,true,2025-10-02 13:03:04
49,21,284,18,1,34.33,true,2025-09-30 19:21:04
50,21,2214,164,1,102.10,true,2025-10-03 15:44:04
51,22,1707,108,1,518.07,true,2025-01-31 22:10:38
52,23,1968,223,1,11.88,true,2026-01-04 04:54:57
53,24,1918,97,1,171.31,false,
54,24,2568,395,1,665.39,false,
55,24,3156,251,1,12.71,true,2026-04-30 17:05:50
56,25,2049,195,2,67.67,true,2024-06-06 16:53:18
57,26,1628,411,1,15.86,true,2024-07-12 11:34:19
58,26,2860,440,3,53.54,false,
59,26,107,147,1,33.07,true,2024-07-14 11:13:19
60,27,1758,187,1,25.58,true,2024-12-16 06:03:27
61,28,2096,102,1,759.71,true,2024-05-19 05:02:45
62,28,1894,69,2,115.87,true,2024-05-22 08:35:45
63,28,1461,284,1,49.01,true,2024-05-22 19:46:45
64,29,2930,96,1,207.27,true,2026-02-06 18:58:47
65,29,459,311,1,171.98,true,2026-02-07 19:34:47
66,29,879,78,1,559.78,false,
67,29,627,400,1,1587.02,true,2026-02-06 09:45:47
68,30,1950,173,2,166.66,true,2025-11-19 09:17:03
69,30,3377,35,2,84.38,true,2025-11-18 06:38:03
70,31,1840,281,1,257.26,true,2024-08-27 15:23:59
71,32,724,227,2,24.05,true,2024-10-19 16:16:10
72,32,589,419,1,17.50,false,
73,32,1749,31,1,1467.84,true,2024-10-18 13:07:10
74,32,2276,227,1,164.05,true,2024-10-20 13:07:10
75,33,1835,142,1,90.46,true,2025-04-07 09:25:58
76,33,1223,376,1,71.68,true,2025-04-07 06:52:58
77,34,1165,397,1,106.19,true,2025-06-17 03:23:00
78,34,1528,445,1,234.57,true,2025-06-12 23:07:00
79,34,1300,360,1,198.15,true,2025-06-11 06:41:00
80,34,109,423,1,38.68,true,2025-06-15 08:59:00
81,35,347,130,1,68.40,true,2024-11-23 13:38:59
82,35,3466,319,1,62.72,true,2024-11-28 03:32:59
83,35,2405,431,1,75.06,true,2024-11-26 20:05:59
84,36,1655,394,2,14.79,true,2025-07-02 11:33:47
85,36,1778,160,1,29.70,true,2025-06-30 19:48:47
86,36,507,88,2,176.57,true,2025-07-04 01:29:47
87,36,2962,14,2,23.09,true,2025-06-29 19:20:47
88,36,1849,182,1,12.84,true,2025-06-29 11:27:47
89,37,2599,279,1,67.63,true,2025-02-20 07:01:03
90,37,626,330,2,25.03,true,2025-02-16 15:17:03
91,38,3440,397,1,41.37,false,
92,39,2052,40,1,425.03,false,
93,39,2889,108,2,395.60,false,
94,39,1064,152,1,31.32,false,
95,39,3070,181,1,141.38,true,2026-05-01 08:36:45
96,39,2733,235,2,414.18,true,2026-04-30 11:48:45
97,40,713,285,1,39.05,true,2024-11-09 14:02:36
98,41,1866,400,1,212.99,true,2025-03-18 17:31:26
99,42,2618,180,1,206.27,true,2026-03-28 13:11:39
100,42,2941,72,1,31.56,false,
101,42,1821,144,1,33.05,true,2026-03-25 07:40:39
102,43,3014,138,1,123.70,true,2024-07-22 19:37:42
103,44,422,300,1,216.31,false,
104,44,2028,134,1,115.85,true,2026-01-21 05:01:49
105,44,2870,382,1,233.12,true,2026-01-20 09:22:49
106,44,2473,311,1,277.96,true,2026-01-23 08:06:49
107,45,2507,423,1,36.80,true,2025-09-10 09:00:50
108,46,2116,449,1,59.29,true,2025-01-06 22:51:26
109,47,2306,314,1,147.75,true,2025-09-28 01:08:05
110,48,2422,237,1,1029.01,false,
111,48,1853,183,2,219.67,true,2024-12-30 14:17:38
112,48,1199,153,1,14.21,false,
113,49,20,350,1,125.44,true,2024-05-19 09:50:08
114,49,2273,45,1,16.12,true,2024-05-14 15:12:08
115,50,1803,340,1,47.32,true,2024-11-29 21:31:07
116,50,2335,249,1,28.20,true,2024-11-29 19:15:07
117,50,2992,341,1,14.55,true,2024-11-29 03:00:07
118,50,2760,153,1,31.24,true,2024-11-28 01:44:07
119,51,3093,43,1,13.57,true,2025-10-14 07:53:09
120,52,3345,213,1,144.47,true,2025-08-10 14:46:55
121,53,2790,20,1,36.29,true,2024-05-08 02:10:54
122,54,646,225,1,21.60,true,2025-08-01 18:14:14
123,54,3276,173,1,206.12,true,2025-08-04 05:38:14
124,55,2733,261,1,418.74,true,2024-04-16 03:16:48
125,56,2348,199,1,45.02,true,2026-04-22 04:59:10
126,56,3278,230,1,59.12,false,
127,57,1371,38,1,420.84,true,2025-11-12 17:24:17
128,58,3231,345,1,14.49,false,
129,59,1258,408,1,32.01,false,
130,60,2185,423,1,244.66,true,2025-10-07 10:16:23
131,61,2155,283,1,30.78,true,2024-04-20 06:45:37
132,61,3300,337,1,162.58,true,2024-04-17 18:50:37
133,62,702,449,1,39.22,true,2024-04-30 09:52:39
134,63,2194,45,1,70.83,false,
135,64,3031,141,1,283.18,true,2024-07-08 14:13:43
136,64,82,64,1,131.84,true,2024-07-12 08:43:43
137,64,551,140,1,78.32,true,2024-07-11 16:19:43
138,65,2994,414,1,11.23,true,2024-05-29 15:22:20
139,65,415,350,1,46.64,true,2024-05-27 00:12:20
140,65,2450,107,1,88.67,true,2024-05-24 20:44:20
141,66,315,114,1,29.61,true,2025-10-04 10:44:40
142,67,2239,413,1,24.76,true,2024-06-13 12:38:58
143,67,2884,401,1,328.82,true,2024-06-08 04:41:58
144,67,1644,109,1,210.98,true,2024-06-13 08:04:58
145,68,2641,100,1,459.74,true,2025-12-22 05:08:51
146,68,1317,54,1,232.35,true,2025-12-21 12:15:51
147,69,3277,285,1,83.98,true,2026-03-27 04:46:27
148,69,995,382,1,177.55,false,
149,69,40,347,1,16.22,true,2026-03-29 06:26:27
150,70,2896,372,1,41.92,false,
151,71,3071,64,1,129.77,true,2024-09-23 13:12:41
152,71,2138,392,1,44.79,true,2024-09-23 08:23:41
153,72,1881,374,1,242.71,true,2024-11-02 13:58:56
154,73,2765,178,2,17.13,false,
155,74,2639,418,1,25.34,true,2026-03-18 06:19:59
156,74,2188,172,2,57.91,false,
157,74,3378,265,1,21.87,true,2026-03-17 08:54:59
158,75,2522,285,1,268.15,true,2024-05-03 02:08:01
159,76,2971,95,2,195.61,true,2025-06-08 12:52:55
160,77,2813,97,1,18.90,true,2024-06-02 23:47:28
161,78,468,425,1,27.20,true,2024-07-14 11:55:54
162,78,1030,418,1,18.28,true,2024-07-18 18:48:54
163,79,3126,206,1,138.52,false,
164,80,324,349,1,33.59,true,2025-09-10 12:56:30
165,80,930,68,3,11.61,false,
166,81,3478,97,2,35.63,true,2025-11-29 23:18:19
167,82,327,38,1,16.24,true,2025-03-08 03:39:15
168,83,401,157,2,64.68,true,2025-10-28 03:19:16
169,83,2760,168,2,28.09,true,2025-10-23 02:52:16
170,83,3217,266,2,42.05,true,2025-10-27 18:22:16
171,83,3109,280,1,20.17,true,2025-10-22 10:32:16
172,83,3135,213,2,28.72,true,2025-10-26 13:19:16
173,84,430,428,1,185.34,true,2024-07-08 01:08:31
174,84,2187,435,1,215.40,true,2024-07-08 15:50:31
175,84,2701,253,1,102.80,true,2024-07-10 22:53:31
176,85,2494,23,1,156.08,true,2024-10-06 10:58:52
177,86,18,214,2,76.93,true,2026-04-05 01:25:18
178,87,2849,320,1,297.52,true,2025-02-13 11:31:43
179,88,2296,229,1,18.11,true,2026-01-11 15:08:03
180,88,2749,379,1,131.26,true,2026-01-10 16:40:03
181,88,2271,327,1,380.12,true,2026-01-12 13:31:03
182,89,767,198,2,46.16,true,2025-01-30 20:46:22
