"1","1"
"1","2"
"1","3"
"1","4"
"2","5"
"2","6"
"2","7"
"2","8"
"3","1"
"3","3"
"3","9"
"3","10"
"4","11"
"4","12"
"5","2"
"5","13"
"5","14"
"6","15"
"6","16"
"6","17"
"7","18"
"7","19"
"7","20"
"8","2"
"8","21"
"8","22"
"8","4"
"8","12"
"9","23"
"9","24"
"9","25"
"10","6"
"10","7"
"10","26"
"10","27"
"11","21"
"11","11"
"12","14"
"12","28"
"12","29"
"13","18"
"13","30"
"13","20"
"14","31"
"14","32"
"15","2"
"15","22"
"15","12"
"16","30"
"16","2"
"16","33"
"16","4"
"16","10"
"17","2"
"17","29"
"18","21"
"18","12"
"19","18"
"19","33"
"19","4"
"20","15"
"20","2"
"20","16"
"20","4"
"21","2"
"21","21"
"21","4"
"21","11"
"21","12"
"22","1"
"22","3"
"22","34"
"23","18"
"23","30"
"23","33"
"23","4"
"24","23"
"24","35"
"24","25"
"25","36"
"25","30"
"25","32"
"25","37"
"26","2"
"26","21"
"26","22"
"26","4"
"27","6"
"27","7"
"27","27"
"28","38"
"28","12"
"29","5"
"29","7"
"29","26"
"30","18"
"30","30"
"30","33"
"31","5"
"31","7"
"31","27"
"32","39"
"32","40"
"32","2"
"32","16"
"32","4"
"33","2"
"33","3"
"33","9"
"34","14"
"34","29"
"35","2"
"35","21"
"35","12"
"36","15"
"36","16"
"36","17"
"37","3"
"37","34"
"38","2"
"38","28"
"38","29"
"39","11"
"39","12"
"40","13"
"40","14"
"40","29"
"41","30"
"41","4"
"41","19"
"41","20"
"42","36"
"42","31"
"42","32"
"42","37"
"43","41"
"43","42"
"44","39"
"44","40"
"44","17"
"45","3"
"45","9"
"45","10"
"46","7"
"46","27"
"47","1"
"47","2"
"47","3"
"47","9"
"47","4"
"47","34"
"48","18"
"48","43"
"48","33"
"49","18"
"49","30"
"49","2"
"49","4"
"50","2"
"50","13"
"50","29"
"51","15"
"51","39"
"51","2"
"52","18"
"52","30"
"52","2"
"52","33"
"52","4"
"52","19"
"53","44"
"53","13"
"53","29"
"54","18"
"54","30"
"54","45"
"55","40"
"55","2"
"55","17"
"56","2"
"56","28"
"56","4"
"56","29"
"57","2"
"57","14"
"57","29"
"58","2"
"58","21"
"58","4"
"59","18"
"59","30"
"59","20"
"60","36"
"60","10"
"60","45"
"60","20"
"61","23"
"61","25"
"62","35"
"62","24"
"62","46"
"63","24"
"63","25"
"64","2"
"64","4"
"64","29"
"65","30"
"65","33"
"65","10"
"66","18"
"66","36"
"66","4"
"67","44"
"67","14"
"67","29"
"68","21"
"68","11"
"69","36"
"69","30"
"69","32"
"69","47"
"70","15"
"70","40"
"70","2"
"71","36"
"71","30"
"71","32"
"72","2"
"72","21"
"72","12"
"73","44"
"73","14"
"73","29"
"74","48"
"74","41"
"75","15"
"75","39"
"75","40"
"75","2"
"76","1"
"76","10"
"77","34"
"77","10"
"78","30"
"78","2"
"78","33"
"78","4"
"78","45"
"78","20"
"79","1"
"79","9"
"79","10"
"80","21"
"80","11"
"80","12"
"81","5"
"81","26"
"81","27"
"82","2"
"82","12"
"83","2"
"83","38"
"83","4"
"83","11"
"84","18"
"84","30"
"84","2"
"84","4"
"85","2"
"85","29"
"86","13"
"86","29"
"87","4"
"87","10"
"87","20"
"88","49"
"88","36"
"88","2"
"88","33"
"88","4"
"88","10"
"89","14"
"89","28"
"90","27"
"90","50"
"91","6"
"91","7"
"91","26"
"92","6"
"92","7"
"93","2"
"93","21"
"93","38"
"93","4"
"94","2"
"94","13"
"94","14"
"94","4"
"95","44"
"95","28"
"95","29"
"96","6"
"96","8"
"96","27"
"97","2"
"97","11"
"98","51"
"98","46"
"98","25"
"99","49"
"99","2"
"99","9"
"99","52"
"99","4"
"99","41"
"100","6"
"100","7"
"100","2"
"100","27"
"100","4"
"101","3"
"101","10"
"102","36"
"102","32"
"102","37"
"103","2"
"103","4"
"103","12"
"104","40"
"104","2"
"105","44"
"105","2"
"105","14"
"106","36"
"106","2"
"106","4"
"106","10"
"106","20"
"107","2"
"107","3"
"108","30"
"108","31"
"108","47"
"108","37"
"109","35"
"109","25"
"110","13"
"110","14"
"110","29"
"111","51"
"111","24"
"111","25"
"112","21"
"112","12"
"113","2"
"113","13"
"113","29"
"114","2"
"114","11"
"114","12"
"115","18"
"115","33"
"115","19"
"115","45"
"115","20"
"116","15"
"116","39"
"116","40"
"116","16"
"117","2"
"117","21"
"117","38"
"118","1"
"118","3"
"119","38"
"119","12"
"120","48"
"120","41"
"120","42"
"121","1"
"121","2"
"121","3"
"122","14"
"122","28"
"122","29"
"123","22"
"123","38"
"123","12"
"124","18"
"124","33"
"124","10"
"125","2"
"125","11"
"125","12"
"126","18"
"126","30"
"126","45"
"127","15"
"127","17"
"128","13"
"128","14"
"129","2"
"129","4"
"129","48"
"129","41"
"130","36"
"130","30"
"130","31"
"131","18"
"131","30"
"131","33"
"131","4"
"132","53"
"132","36"
"132","30"
"132","31"
"133","49"
"133","18"
"133","19"
"133","10"
"133","20"
"134","2"
"134","12"
"135","1"
"135","2"
"136","22"
"136","38"
"136","12"
"137","2"
"137","4"
"137","12"
"138","5"
"138","6"
"138","7"
"138","26"
"139","18"
"139","30"
"139","45"
"139","20"
"140","15"
"140","16"
"140","17"
"141","32"
"141","47"
"142","48"
"142","41"
"142","42"
"143","2"
"143","21"
"143","12"
"144","1"
"144","9"
"144","10"
"145","2"
"145","21"
"145","4"
"145","11"
"145","12"
"146","51"
"146","35"
"146","54"
"146","24"
"147","44"
"147","2"
"147","13"
"147","4"
"148","1"
"148","2"
"148","4"
"148","34"
"149","1"
"149","3"
"150","51"
"150","35"
"151","49"
"151","14"
"151","29"
"152","13"
"152","14"
"152","29"
"153","2"
"153","10"
"154","14"
"154","28"
"154","29"
"155","30"
"155","32"
"156","44"
"156","13"
"156","28"
"157","44"
"157","2"
"157","14"
"158","22"
"158","38"
"158","12"
"159","1"
"159","2"
"159","10"
"160","33"
"160","4"
"160","10"
"161","44"
"161","2"
"161","13"
"161","4"
"162","2"
"162","3"
"162","9"
"162","4"
"163","1"
"163","2"
"163","4"
"163","10"
"164","18"
"164","4"
"164","45"
"165","44"
"165","2"
"165","13"
"166","36"
"166","30"
"166","4"
"167","1"
"167","3"
"167","9"
"168","2"
"168","14"
"168","29"
"169","2"
"169","21"
"169","38"
"169","4"
"170","23"
"170","51"
"170","54"
"170","24"
"171","2"
"171","14"
"172","5"
"172","26"
"172","27"
"173","18"
"173","30"
"174","2"
"174","9"
"174","4"
"174","10"
"175","18"
"175","30"
"175","33"
"176","9"
"176","55"
"176","48"
"177","9"
"177","52"
"177","48"
"178","44"
"178","13"
"178","29"
"179","1"
"179","3"
"179","34"
"180","2"
"180","12"
"181","18"
"181","10"
"181","20"
"182","44"
"182","13"
"182","29"
"183","23"
"183","2"
"183","35"
"183","4"
"183","46"
"184","9"
"184","34"
"184","10"
"185","49"
"185","34"
"185","10"
"186","44"
"186","13"
"186","29"
"187","9"
"187","41"
"187","42"
"188","1"
"188","34"
"189","9"
"189","55"
"189","48"
"190","3"
"190","9"
"190","10"
"191","18"
"191","30"
"191","2"
"191","43"
"191","33"
"191","4"
"192","21"
"192","12"
"193","9"
"193","55"
"193","41"
"194","15"
"194","2"
"194","17"
"195","18"
"195","4"
"195","20"
"196","9"
"196","41"
"196","42"
"197","35"
"197","24"
"198","9"
"198","55"
"198","48"
"199","18"
"199","30"
"199","10"
"199","20"
"200","36"
"200","4"
"200","10"
"200","45"
"201","2"
"201","13"
"201","29"
"202","36"
"202","2"
"202","52"
"202","4"
"202","48"
"202","41"
"203","18"
"203","30"
"203","43"
"203","33"
"204","1"
"204","2"
"204","3"
"204","4"
"204","34"
"205","3"
"205","10"
"206","15"
"206","2"
"206","16"
"206","17"
"207","21"
"207","22"
"207","38"
"208","26"
"208","27"
"208","50"
"209","3"
"209","9"
"210","44"
"210","14"
"210","29"
"211","44"
"211","2"
"211","29"
"212","44"
"212","29"
"213","6"
"213","7"
"213","27"
"214","39"
"214","16"
"214","17"
"215","31"
"215","37"
"216","49"
"216","18"
"216","30"
"216","19"
"217","2"
"217","13"
"217","29"
"218","23"
"218","35"
"218","24"
"219","2"
"219","21"
"219","12"
"220","9"
"220","55"
"220","48"
"221","7"
"221","26"
"222","2"
"222","21"
"222","12"
"223","3"
"223","34"
"224","3"
"224","9"
"224","10"
"225","1"
"225","10"
"226","1"
"226","2"
"226","9"
"227","21"
"227","38"
"227","12"
"228","55"
"228","48"
"228","41"
"229","51"
"229","54"
"229","46"
"229","25"
"230","2"
"230","21"
"230","12"
"231","30"
"231","10"
"231","45"
"231","20"
"232","15"
"232","39"
"232","2"
"232","16"
"233","35"
"233","24"
"233","25"
"234","11"
"234","12"
"235","2"
"235","22"
"235","12"
"236","44"
"236","13"
"236","29"
"237","14"
"237","29"
"238","3"
"238","34"
"239","18"
"239","30"
"239","19"
"239","20"
"240","2"
"240","38"
"240","11"
"241","44"
"241","13"
"241","14"
"242","2"
"242","21"
"242","4"
"243","2"
"243","14"
"243","28"
"244","43"
"244","33"
"244","10"
"244","45"
"245","2"
"245","21"
"245","38"
"246","5"
"246","6"
"246","26"
"247","1"
"247","9"
"247","34"
"248","1"
"248","2"
"248","3"
"248","9"
"248","4"
"249","13"
"249","14"
"249","28"
"250","49"
"250","1"
"250","3"
"251","3"
"251","9"
"251","10"
"252","3"
"252","9"
"252","34"
"253","22"
"253","11"
"253","12"
"254","33"
"254","4"
"254","19"
"254","10"
"255","2"
"255","22"
"255","38"
"256","30"
"256","33"
"256","45"
"257","51"
"257","54"
"257","24"
"258","2"
"258","14"
"258","29"
"259","23"
"259","35"
"259","54"
"259","25"
"260","2"
"260","29"
"261","44"
"261","2"
"261","13"
"262","48"
"262","41"
"262","42"
"263","6"
"263","8"
"263","27"
"264","44"
"264","14"
"264","29"
"265","5"
"265","6"
"265","50"
"266","36"
"266","30"
"266","10"
"266","45"
"267","2"
"267","21"
"267","12"
"268","1"
"268","3"
"268","9"
"269","44"
"269","13"
"269","29"
"270","1"
"270","2"
"270","3"
"271","36"
"271","31"
"271","32"
"272","2"
"272","52"
"272","4"
"272","41"
"273","18"
"273","30"
"273","2"
"273","4"
"274","44"
"274","29"
"275","32"
"275","47"
"275","37"
"276","1"
"276","9"
"276","10"
"277","39"
"277","17"
"278","14"
"278","28"
"278","29"
"279","36"
"279","31"
"279","32"
"280","6"
"280","7"
"280","26"
"280","8"
"281","40"
"281","17"
"282","18"
"282","4"
"282","45"
"283","14"
"283","28"
"283","29"
"284","52"
"284","41"
"284","42"
"285","36"
"285","33"
"285","10"
"285","45"
"286","2"
"286","38"
"286","12"
"287","1"
"287","3"
"287","34"
"288","55"
"288","48"
"288","42"
"289","2"
"289","4"
"289","10"
"289","45"
"289","20"
"290","5"
"290","27"
"290","50"
"291","35"
"291","46"
"291","25"
"292","36"
"292","30"
"292","19"
"292","45"
"292","20"
"293","44"
"293","13"
"293","28"
"294","18"
"294","43"
"294","33"
"294","4"
"295","36"
"295","32"
"295","37"
"296","44"
"296","14"
"297","44"
"297","28"
"297","29"
"298","2"
"298","38"
"298","12"
"299","2"
"299","14"
"299","28"
"300","1"
"300","9"
"300","34"
"301","2"
"301","22"
"301","4"
"301","12"
"302","54"
"302","46"
"302","25"
"303","18"
"303","33"
"304","15"
"304","2"
"304","16"
"305","13"
"305","14"
"305","28"
"306","30"
"306","4"
"306","20"
"307","2"
"307","26"
"307","27"
"307","4"
"307","50"
"308","39"
"308","40"
"309","30"
"309","33"
"309","19"
"309","45"
"310","2"
"310","13"
"310","29"
"311","44"
"311","14"
"311","29"
"312","2"
"312","9"
"312","55"
"312","4"
"312","42"
"313","21"
"313","38"
"313","12"
"314","18"
"314","30"
"314","43"
"314","33"
"315","23"
"315","35"
"315","24"
"316","5"
"316","7"
"316","2"
"316","26"
"316","4"
"317","18"
"317","36"
"317","19"
"317","20"
"318","1"
"318","2"
"318","3"
"319","13"
"319","28"
"319","29"
"320","24"
"320","25"
"321","15"
"321","40"
"321","2"
"321","4"
"322","41"
"322","42"
"323","2"
"323","21"
"323","22"
"323","38"
"323","4"
"324","3"
"324","9"
"325","6"
"325","7"
"325","2"
"325","26"
"325","4"
"326","35"
"326","25"
"327","2"
"327","38"
"327","12"
"328","15"
"328","17"
"329","6"
"329","26"
"329","27"
"330","2"
"330","11"
"331","15"
"331","39"
"331","2"
"331","16"
"332","21"
"332","11"
"332","12"
"333","1"
"333","3"
"334","53"
"334","31"
"334","37"
"335","13"
"335","14"
"336","1"
"336","2"
"336","3"
"337","15"
"337","39"
"337","2"
"337","16"
"337","4"
"337","17"
"338","40"
"338","2"
"339","44"
"339","13"
"339","14"
"340","28"
"340","29"
"341","1"
"341","2"
"341","3"
"341","4"
"342","18"
"342","30"
"342","33"
"342","45"
"343","30"
"343","4"
"344","30"
"344","2"
"344","4"
"344","45"
"345","55"
"345","48"
"345","42"
"346","44"
"346","28"
"347","30"
"347","31"
"347","47"
"348","6"
